,ID,Reference,SearchKeyword,PageTitle
874,647,台風が北半球で反時計回りの渦を巻くのは、風が低気圧中心に向かって進む際にコリオリの力を受け、進行方向に対し中心から右にずれた地点に到達するためである[15]。,,コリオリの力
875,648,"温帯では年間の気温の変化による季節の変化が比較的明瞭で春・夏・秋・冬の4つ（四季）に分ける[2]。熱帯もしくは赤道付近では年間の気温の変化は少なく雨量の変化が著しいため雨季と乾季に分けられる[2]。寒帯や亜寒帯地球の公転により、見かけ上天球上における太陽の位置が変化する。太陽が黄道のどの位置にあるかで季節を分ける場合、西洋では春分点、夏至点、秋分点、冬至点を基準にする。春分から夏至までの間を春、夏至から秋分までの間を夏、秋分から冬至までを秋、冬至から春分までを冬とする。
地球の自転軸（地軸）が公転面に対して傾いているため、時期によって日照時間が変化する。東アジアでは、昼夜の長短を基準に季節を区分している。昼が長い時期が夏、夜が長い時期が冬である。",,季節
876,648,日本の気象庁は、季節を表わす用語として、春は3〜5月、夏は6〜8月、秋は9〜11月、冬は12〜2月と公式に定めている[4]。マスコミで報道される天気予報などでも、ほとんどの場合この気象庁の定義が用いられている。また、風習的あるいは便宜的にもそう定義されている感が強い。,,季節
877,650,落葉樹の葉では、秋になり日照時間が短くなるとクロロフィルが分解される。これは植物学的には葉の老化反応の過程と見なされ[2]、気象条件が光合成に適さない冬を迎える前に起こる。この過程では光合成の装置などが分解され、葉に蓄えられた栄養も合わせて幹へと回収される。翌年の春にこれらは再利用される。この過程中に生じる働きが紅葉、黄葉、褐葉を生む原因となる。,紅葉,紅葉
878,651,"ドリッパー（一種の漏斗）にフィルタ（漉紙）をセットし、粉を入れ適量の湯を注ぎ、30秒程度蒸らした後に抽出を開始する。ドリッパーの湯が完全に切れる前に外すと雑味が抑えられたコーヒーとなる。
前述の手順さえ守れば誰でも一定水準のコーヒーが淹れられるのがこの方式の最大の利点である。湯の温度を上げることで苦味が、また温度を下げることで甘みが増えるなど、風味を調節できる。欠点としてフィルタは1回ごとに使い捨てとなる。またフィルタの匂いや成分が混ざること、油分が紙に吸われるためアロマが弱くなることがあるが、いずれも抽出前にペーパーを湯通しすることで軽減できる。",ドリップコーヒー,コーヒー
879,653,国際宇宙ステーション（こくさいうちゅうステーション、英: International Space Station、略称：ISS、仏: Station spatiale internationale、略称：SSI、露: Междунаро́дная косми́ческая ста́нция、略称：МКС）は、低軌道にあるモジュール式の宇宙ステーション（居住可能な人工衛星）である。これは、NASA（米国）、ロスコスモス（ロシア）、JAXA（日本）、ESA（ヨーロッパ）、CSA（カナダ）の5つの宇宙機関が参加する多国籍共同プロジェクトである[8][9]。宇宙ステーションの所有権と使用は、政府間条約と協定によって確立されている[10]。この宇宙ステーションは宇宙生物学、天文学、気象学、物理学などの分野で科学研究を行う微小重力と宇宙環境の研究所として機能する[11][12][13]。ISSは、月と火星への将来の長期ミッションに必要な宇宙船システムと機器のテストに適している[14][15][16]。,国際宇宙ステーション,国際宇宙ステーション
880,654,ホワイトアスパラガスは、グリーンアスパラガスと比べるとミネラル類は同じ程度含まれるが、日光を浴びることで生成されるビタミン類はグリーンアスパラガスよりも少なく栄養価が落ちる[30]。ホワイトアスパラガスは口当たりがやさしく、やわらかい食感を持っているが、食物繊維はグリーンアスパラガスとほぼ同じである,白アスパラガス,アスパラガス
881,656,2021年4月23日、スペースX社の民間宇宙船「クルードラゴン」に乗って、日本時間の23日午後6時49分にアメリカ・フロリダ州のケネディ宇宙センターから打ち上げられ、軌道投入が完了し、打ち上げは成功した。,,星出彰彦
882,657,代表的な構成では、負極に炭素、正極にコバルト酸リチウムなどのリチウム遷移金属酸化物、電解質に炭酸エチレンや炭酸ジエチルなどの有機溶媒 + ヘキサフルオロリン酸リチウム (LiPF6) といったリチウム塩を使う。しかし一般には、負極、正極、電解質それぞれの材料は、リチウムイオンを移動し、かつ電荷の授受により充放電可能であればよいので、非常に多くの構成をとりうる。,リチウムイオン電池,リチウムイオン二次電池
883,659,"ピンポン外交（ぴんぽんがいこう、乒乓外交）とは、1971年（昭和46年）に日本の愛知県名古屋市で行われた第31回世界卓球選手権に、中華人民共和国（中国）が6年ぶりに出場し、大会終了後に中国がアメリカ合衆国など欧米の卓球選手を自国に招待したことを嚆矢とする米中間を中心とした一連の外交をいう。これにより朝鮮戦争での交戦以来敵対してきた米中関係の緊張緩和が実現、同年7月にヘンリー・キッシンジャー大統領補佐官が極秘に訪中、1972年2月には、リチャード・ニクソン大統領の訪中につながった。また日中国交正常化にもつながった[1]。
ピンポン外交の舞台となった名古屋市には、2005年9月末、中国領事館が開設された[2]。",,ピンポン外交
884,660,アルカリマンガン乾電池（アルカリマンガンかんでんち）は、主に一次電池として使われている乾電池の一種で、正極に二酸化マンガンと黒鉛の粉末、負極に亜鉛、電解液に水酸化カリウムなどが用いられている。一般的な通称はアルカリ乾電池と呼ばれているが、JISでの名称は「アルカリマンガン乾電池」となっている。,アルカリ乾電池,アルカリマンガン乾電池
885,660,アルカリ乾電池は電解液が水溶液であるため、使用時でなくても亜鉛の自己放電と水素発生反応が同時に進行する。,アルカリ乾電池,アルカリマンガン乾電池
886,660,円筒形（単1形 - 単6形）、積層（9V、3LR12、4LR25、23A、4LR44など）、ボタン電池など、各種の形状やサイズの製品が生産されている。,アルカリ乾電池,アルカリマンガン乾電池
887,661,"脱線の要因
脱線は軌道、車両、運転上の取り扱い、積荷などに何らかの欠陥・問題があることで生ずるのが一般的である[2]。",脱線,列車脱線事故
888,661,乗り上がり脱線 - 車輪とレールとの間の横圧に対する摩擦係数が大きく、垂直力＝輪重に比べて車輪を横に押し出す力が過大であるときに、フランジがレール上に登り上がる,脱線,列車脱線事故
889,661,すべり上がり脱線 - 車輪とレール踏面やフランジとの間の摩擦係数が小さく、横圧によりフランジがレール上にすべり上がる,脱線,列車脱線事故
890,661,とび上がり脱線 - 衝撃的な垂直力の減少や横方向の力の増加により、車輪がレール上にとび上がり、またはレールをとびこえる,脱線,列車脱線事故
891,664,"熱気球（ねつききゅう、英語: hot air balloon, フランス語: Montgolfière）とは、気球の一種で、気密性の袋の中に下方から熱した空気を送りこみ、その浮力で浮揚して飛行するもの。",熱気球,熱気球
892,664,熱気球は、球皮（エンベロープ）と呼ばれる袋の中の空気を下部に取り付けたバーナー等で熱し、外気と比べて比重が軽くなることで生じる浮力で浮揚する。,熱気球,熱気球
893,664,バーナーの火力の調整による上昇・下降のみが可能であり、水平方向の移動は基本的には「風まかせ」である。,熱気球,熱気球
894,666,ヘリコプターはローターが回転し、揚力を生み出すことで浮遊する。機体側がローターを回転させることの反作用として、ローターが機体を逆方向に回転させようとするモーメントが生じる。これは「反トルク」、カウンタートルク、トルク効果などと呼ばれる。,ヘリコプター,ヘリコプター
895,666,このとき「メインローターが1つのシングルローター機」では2つのメインローターを持つ機体のように互いのトルクを相殺する手法が使えないため、回転翼の駆動に伴う反作用〔反トルク〕を打ち消すため、尾部に備えたローター（テールローター）により横向きの推力を生み出し、その推力によるモーメントで打ち消す。,ヘリコプター,ヘリコプター
896,667,"飛行機（ひこうき、英: airplane, aeroplane, plane）とは、空中を飛行する機械である航空機のうち、前方への 推力を得て加速前進し、かつ、その前進移動と主翼によって発生する揚力で滑空および浮上するものを言う[1][2][3]。",飛行機,飛行機
897,667,"簡単に言えば飛行機は、ジェットエンジンやプロペラ等を用いて前進することで、その翼に対して「対気速度」を得て、それにより自身の重量より大きな揚力を得ることで上昇する。水平飛行の時は飛行機の重さと揚力が釣り合っている場合である[4]。
飛行機を支える揚力というのは、空気の流れの（あるいは風の）力の一種である[5][注 1]。",飛行機,飛行機
898,667,"水平飛行の時は飛行機の重さと揚力が釣り合っている場合である[4]。
飛行機を支える揚力というのは、空気の流れの（あるいは風の）力の一種である[5][注 1]。",飛行機,飛行機
899,668,柚子胡椒（ゆずこしょう、ゆずごしょう、ゆずごじょう）は、唐辛子とユズとを原料とする調味料の一種。,柚子胡椒,柚子胡椒
900,668,唐辛子を粗刻みにし、ユズの果皮と塩を入れて磨り潰し、熟成させたものである。,柚子胡椒,柚子胡椒
901,668,"製造例
青い柚子の皮を薄くむき、細かくみじん切りにする。柚子の実は後ほど使用。
種を取り除いた青唐辛子を、細かくみじん切りにする。
すり鉢で、みじん切りにした青唐辛子と柚子の皮をすりつぶす。完全にすりつぶさないことで風味を活かす。
塩を加え、味を調える。また、柚子の実の部分を搾った果汁を適量加える。
消毒済みのビンや密閉容器などに移し、冷蔵庫で保存する。",柚子胡椒,柚子胡椒
902,669,"大部分の製品が稼働できると推測される「期待寿命」とメーカーが性能を保証する「保証期間」がある。メーカーの製造ミスで早期出力低下などトラブルが起こることもある。通常の経年劣化による出力低下は20年で1割未満とされる。
ソーラーパネルは税制面において、法定耐用年数が17年と定められている[92]。ただし産業用として設置されたものについては、形態によっては製造設備の一部とみなされるため、設備としての耐用年数（3∼17年）が適用される[注 2]。
屋外用大型モジュールの期待寿命は、過去の製品の結果から一般に20-30年以上とされる[94][95]。期待寿命は明確に定められておらず、統一基準も無い。",,太陽光発電
903,670,液体燃料ロケット（えきたいねんりょうロケット）は、液体の燃料と酸化剤をタンクに貯蔵し、それをエンジンの燃焼室で適宜混合して燃焼させ推力を発生させるロケットである。,,液体燃料ロケット
904,670,"燃料
液体水素 (LH2)
エタノール水溶液
ケロシン
ヒドラジン
モノメチルヒドラジン (MMH)
非対称ジメチルヒドラジン (UDMH)
エアロジン-50（MMHとUDMHを50:50の比率で混合したもの）
酸化剤
液体酸素 (LOX)
過酸化水素
硝酸
発煙硝酸 (WFNA)
四酸化二窒素
赤煙硝酸 (RFNA)
これらの燃料と酸化剤とを適宜組み合わせて使用するが、性能や取り扱いの上から、あるいはノウハウや経験の蓄積、といった点から、現在の主要な液体ロケットの多くは以下の3種の組み合わせである。",,液体燃料ロケット
905,671,近年、日本の菓子業界の一部において、毎月22日を「ショートケーキの日」として宣伝していることがある。,,ショートケーキ
906,671,"2007年に仙台市の洋菓子店「カウベル」が発案したものが広まったというのが通説で、一般的な7日を1列に配置しているカレンダーにおいては、22日の真上に15日が位置しており(整数 15, 22 が法 7 に関して合同であるため全ての月でこの様になる。詳細は整数の合同を参照。)日本において一般的なショートケーキのイメージである「イチゴ（=15の語呂合わせ）が上に乗っている」との連想からであるという。",,ショートケーキ
907,672,祝日に国旗を掲出・掲揚する個人宅、企業、公共の施設・交通機関もある。このため法律用語ではないが、長きにわたって慣習に馴染みのある国民は、祝日を旧称の「旗日」（はたび）と称す場合がある。,旗日,国民の祝日
908,672,平成時代の天皇を務めた明仁の誕生日の12月23日は、退位により2019年からは平日になった。,旗日,国民の祝日
909,673,ワインは変化を受けやすい酒であり、保存の際には光、振動、温度、湿度などに気を使う必要がある。保存には「暗く」「振動がなく」「常に12 - 14℃くらいの温度で」「適度な湿度がある」環境に「寝かせて」保存するのがよいとされる。,ワイン,ワイン
910,673,光・振動はともにワインの変化を促進させる。温度については高温であると酸化が進み、逆に低温であると熟成が進まない。,ワイン,ワイン
911,673,湿度が少ないとコルクが収縮して中に空気が入ってしまう。寝かせるのもコルクに適度な湿り気を与えるように、つまりスクリューキャップ（英: Screw cap）であれば関係ない。,ワイン,ワイン
912,675,1つ1つの雲粒（水滴や氷晶）の大きさは、半径にして0.001mm - 0.01mm（1μm - 10μm）程度のものが多くを占める。このオーダーでは落下速度は約1cm/秒だが、大気中ではこれを上回る上昇気流がありふれて存在するので落下することはほとんどなく、いわば「空に浮かんだ」状態となる。,雲,雲
913,675,空気中の水蒸気と、それが凝結（凝縮ともいう）されて液体（水）になるか、凍結（凝固）または昇華されて固体（氷）になったもので雲が作られる。,雲,雲
914,678,脱炭素（だつたんそ）は、気候変動問題の被害を最小限に食い止めるため、温室効果ガスの大気への排出量を実質ゼロにすること[1]。,脱炭素,脱炭素
915,678,従来よりCO2排出量が低い低炭素社会ではなく、実質ゼロを目指した脱炭素社会やゼロカーボンシティを目指す動きも出てきている。,脱炭素,脱炭素
916,678,"脱炭素社会 (だつたんそしゃかい, Decarbonized society, Carbon neutral society,decarbonised economy) とは、カーボンニュートラルを実現した社会のこと[1]。",,脱炭素社会
917,678,カーボンニュートラル (英: carbon neutrality) とは、二酸化炭素など温室効果ガスの排出量と吸収量を均衡させ、その排出量を「実質ゼロ」に抑える、という概念[1]。,,カーボンニュートラル
918,681,重油を莫大に使う石油火力発電所を見直し、石油備蓄設備建設を促し、エネルギー安全保障の観点から、原子力発電所整備を促した。,オイルショック,オイルショック
919,681,そのため、第四次中東戦争により、原油の輸出が停滞すると、国内では電力不足になり、電力を節約するため、大都市の街灯･ネオンサイン･東京タワーの消灯、エスカレーターやエレベーターの休止、高速道路の低速運転、冷暖房の温度調節、テレビの深夜放送の中止などが実施された。そのため、北海油田などが積極的に開発運営された。また、原子力や風力、太陽光など非石油エネルギーの活用の模索、また省エネルギー技術の研究開発への促進の契機ともなり｢省エネ｣が流行語になった。石油の備蓄体制を強化することも行われた。また、モータリゼーションの進展により自動車の燃料消費が石油消費に高比率を占めていたことから、鉄道を始めとする公共交通機関を再評価する動き（モーダルシフト）が出た。,オイルショック,オイルショック
920,681,"オイルショック、オイル・ショック（英語: Oil shock）とは、1970年代に2度発生した、原油の供給逼迫および原油価格の高騰に伴い、世界経済全体がきたした大きな混乱の総称である。石油危機（せきゆきき、英語: Oil crisis）または石油ショック、オイル危機とも称される。
1973年に第四次中東戦争を機に第1次オイルショックが始まり（～1977年3月まで）、1978年にはイラン革命を機に第2次オイルショック（～1983年3月まで）が始まった。",オイルショック,オイルショック
921,684,かつては世界の3大自動車生産国であるドイツ、アメリカ、日本で開催されるフランクフルトモーターショー、北米国際オートショー、東京モーターショーが世界3大モーターショーとされた。 その後、サロン・アンテルナショナル・ド・ロト（通称：ジュネーヴモーターショー）とモンディアル・ド・ロトモビル（通称：パリモーターショーまたはパリサロン）を加え世界5大モーターショーと呼ばれた,モーターショー,モーターショー
922,684,"2021年
会場がミュンヘンに変更されてから初の開催となる。EUの自動車市場を反映してCASEがテーマの中心となっただけでなく、自動車を含めたモビリティ全体に焦点を当てるなど、コンセプト自体にも変更が見られた。[13]
一方で参加社数は744社と2019年の800社を下回り、2019年に引き続きGM、ステランティス勢は不参加だった。2019年に出展したホンダも参加を取りやめ、日本勢の参加は無かった。",,ドイツ国際モーターショー(フランクフルトモーターショー)
923,684,"2022年
2022年10月17日から2018年以来4年ぶりに開催[1]。ルノーやステランティス傘下のプジョー、シトロエン、DS、ジープのほか、中国の比亜迪汽車、長城汽車、ベトナムのビンファストなどが出展を予定している一方で、ドイツ車やトヨタ、ホンダ、さらに現代自動車などが出展を見送り。出展企業も120社弱と2018年開催時から大幅に減少している。",,モンディアル・ド・ロトモビル
924,684,モーターショーは、自動車メーカー各社の新型自動車やその関連製品などを集めて催す見本市。自動車ショー、オートショー、オートサロンとも言う。,モーターショー,モーターショー
925,685,特殊メイク（とくしゅメイク、Special Makeup/Special Effects Makeup）とは、映画やテレビドラマのSFXの1つで、主に俳優の顔に色々な人工物を付けて別の顔に作り上げる技術のこと[1]。顔だけではなく、体中に施される場合もある[1]。具体的には、怪我をしている皮膚の表現や、狼男やフランケンシュタインのような怪物の顔・体の表現[1]などに用いられる。,特殊メイク,特殊メイク
926,685,"最もポピュラーな技法として『アプライエンス（装具）メイク』という物がある。これは、フォームラテックス（液状の特殊ゴム素材＝ラテックスをミキサーで撹拌・発泡させた後にオーブンで焼き上げ、柔らかいスポンジ状にした物）やシリコン、ゼラチンなどから作られた様々なパーツを演者の身体に貼り付けることで行われる。
その他に、メイク用のパテを直接顔などに盛り付けて成形する『ビルドアップメイク』などがある。",特殊メイク,特殊メイク
927,686,武田 玲奈（たけだ れな、1997年〈平成9年〉7月27日[2] - ）は、日本の女優、グラビアモデル、ファッションモデルである。本名同じ[3][4]。福島県[2]いわき市出身[5]。TRUSTAR所属。,武田鈴奈,武田鈴奈
928,686,2015年3月21日、実写版映画『暗殺教室』で女優デビュー[9][2]。,武田鈴奈,武田鈴奈
929,686,2015年10月より、『監獄学園-プリズンスクール-』（MBS）の栗原千代役で、地上波の連続テレビドラマに初めてレギュラー出演[12]。,武田鈴奈,武田鈴奈
930,686,朗読劇「私の頭の中の消しゴム 10th letter」（2018年4月28日、よみうり大手町ホール）[98],武田鈴奈,武田鈴奈
931,686,"GREE「神獄のヴァルハラゲート」（2015年3月 - ）[114][115]
集英社「秋マン!!2015」（2015年9月）[116]",武田鈴奈,武田鈴奈
932,688,咽頭結膜熱（いんとうけつまくねつ）とは、発熱、咽頭炎、結膜炎などを主症状とするアデノウイルス感染症[1]。プールの水を媒介として感染しやすいことから、プール熱[1][2]や咽頭結膜炎（いんとうけつまくえん）ともいわれる。,咽頭結膜熱,咽頭結膜熱
933,688,主な症状は発熱、喉が腫れる咽頭炎、目が充血する結膜炎などである[1]。生後14日以内の感染は重症化しやすく全身の感染症になる[3],咽頭結膜熱,咽頭結膜熱
934,688,"発熱
38℃から40℃の高熱が4日から1週間は続く。
咽頭炎
喉の腫れがひどい場合は扁桃腺炎になることもある。
結膜炎
結膜炎を伴う場合は目が真っ赤に充血する。眼に永続的な障害を残すことは通常はない[3]。",咽頭結膜熱,咽頭結膜熱
935,690,"労働者の業務上の負傷、疾病、障害又は死亡を業務災害という（労働者災害補償保険法第7条1項1号）。「業務災害」として認定されるためには、業務に内在する危険有害性が現実化したと認められること（業務起因性）が必要で、その前提として、労働者が使用者の支配下にある状態（業務遂行性）にあると認められなければならない。業務遂行性が認められる場合は、おもに以下のとおりである。
作業中（事業主の私用を手伝う場合を含む）
生理的行為（用便、飲水等）による作業中断中
作業に関連・附随する行為、作業の準備・後始末・待機中",労災,労働災害
936,691,障害者権利条約第2条に定義がある「合理的配慮」とは、障害者が他の者との平等を基礎として全ての人権及び基本的自由を享有し、又は行使することを確保するための必要かつ適当な変更及び調整であって、特定の場合において必要とされるものである。,合理的配慮,合理的配慮
937,691,"民間事業者の場合
障害者が合理的配慮を求めた場合、負担が過重でないときは、必要かつ合理的な配慮をするように努めなければならない。ただし、事業における障害者との関係が分野・業種・場面・状況によって様々であり、求められる配慮の内容・程度も多種多様であることから、合理的配慮の提供については、努力義務とされている[4][5]。
国の行政機関・地方公共団体等の場合
国の行政機関・地方公共団体・独立行政法人・特殊法人等の場合は、合理的配慮を行う法的義務がある[6]。",合理的配慮,合理的配慮
938,691,"自治体による取り組み
大阪府では、「合理的配慮」の考え方を広く普及し、その取組みを進めていくことを目的に、様々な場面で実践されている障害者に対する配慮や工夫の事例、また、障害者が「あったらいいな」と考える配慮や工夫を募集。関係行政機関を含め、広く周知していくこととした[7]。",合理的配慮,合理的配慮
939,700,"労働不能であること
被災した事業場で、被災直前の作業に限らず、他の作業ができる場合には支給されない。",労災,労働者災害補償保険
940,700,業務災害又は通勤災害による傷病の療養のため労働することができず、賃金を受けられないとき、休業の4日目から休業の続く間、支給される（第14条）。,労災,労働者災害補償保険
941,700,"支給要件として要求されるのは以下の通りである。
療養のためであること
治癒後の処置により休業する場合には支給されない。",労災,労働者災害補償保険
942,703,ポストの色は国ごとに様々である。アメリカやロシアなどは青色が、ドイツ、フランスなどヨーロッパ大陸では黄色が主流。中華人民共和国やアイルランドは深緑色、オランダやチェコなどではオレンジ色である。かつての宗主国のポストの色を引き継いでいる例も多く、オーストラリア、インド、南アフリカ共和国などでポストの色が赤なのは、かつての宗主国がイギリスだからである。,郵便ポスト,郵便ポスト
943,703,日本もイギリスより郵便制度を導入したため基本的に赤色だが、1996年以前から使用されている郵便差出箱 1号から9号と、1996年に使用開始された新型の郵便差出箱 10号から14号とで若干色合いが異なっており、前者は一般的な朱色に近い赤色であるのに対し、後者は通常の赤色（ただし脚柱部分は黒色、差入口（投函口）周辺は銀色）に塗装されている[注釈 1]。,郵便ポスト,郵便ポスト
944,704,"まき餌（まきえ）とは、釣りを行う際に魚をおびき寄せるためにまく餌のこと。
主な材料
おびき寄せるのが目的であるため、冷凍のオキアミやアミなど安価なものが使われる。また、魚の視覚、嗅覚に訴えるために土やさなぎ粉を混ぜたりもする。",撒き餌,まき餌
945,704,メリットは安価で釣果が比較的期待できることだが、デメリットもあり、混ぜるのに手が臭くなったり、外道（対象とする魚以外の魚）まで寄ってきてしまうことである。また、釣りの名所では撒き餌による海底の汚染が問題視されているところもある。,撒き餌,まき餌
946,705,魔法瓶は二重構造になっており、内層と外層との間の空間が真空になっている。ガラス製の場合、真空側の面はメッキが施されており鏡面になっている。,魔法瓶,魔法瓶
947,705,据え置き型のポットなど容量の大きい物は特に水中のカルシウム分が沈積しやすいので、定期的に落とす必要がある。物理的にこすって落とそうとするとガラスまで傷つけて破損しやすくなるので、クエン酸などを主成分とする洗浄剤や酢酸を使って落とす方が良い。,魔法瓶,魔法瓶
948,706,餅の形状、性質を「もちもち」「もっちり」等の擬態語で表現することがあり、餅以外の物にも使うことがある。用例：「もちもちとした食感」等。,食感,餅
949,706,調理法としては磯辺焼きやもち巾着のように別の食品で包むことで必要な咬合力の強度を増させ咀嚼を促す、小さくのどが詰まらない程度に小分けにする、汁物に完全に溶かし、でんぷんの粥になるまで煮込む、あるいはひっつみやほうとうワンタンや水餃子の様に、食感が似て粘度がない小麦製品や塊状の麺で代用する、などがある。,食感,餅
950,706,"主食としての水餃子
中国の華北の餃子は主食として一度にたくさん食べられ[注 2]、水餃子（水餃、shuǐjiǎo）が主流。この水餃子は、皮は厚目にしてお湯で茹で、湯面に浮いてきたものをザルに上げ、湯切りをして食べる。",,餃子
951,706,餃子の中身に冷まして固体にした牛脂を入れる場合がある。これが熱でとろけて何ともジューシーであるが、皮が厚いので牛脂は漏れ出しにくい。,,餃子
952,707,貧乏揺すり（びんぼうゆすり）は、座っている時などに、下半身の鬱血などが原因で身体の一部（特にヒザ）を揺らし続けることをさす。,貧乏ゆすり,貧乏揺すり
953,707,"貧乏揺すりをする原因は、まだ完全に解明されたとは言えないが、いくつかの説がある。
何かのきっかけ（脚の後ろをイスに当てるなど）で筋肉が収縮し、それから起こる一連の伸張反射によって、脚の前後の筋が交互に収縮伸張を繰り返すため。
ずっと座っていると、下半身の血流が滞ってしまう静脈血栓塞栓症になるので、それを解消するために反射的に貧乏揺すりをする。",貧乏ゆすり,貧乏揺すり
954,708,みじん切り（微塵切り、みじんぎり）は食材の切り方の1つで、きわめて細かく切ること。,みじん切り,みじん切り
955,708,角切りによるみじん切りは、食材をまず繊切りにし、向きを変えて再び端から刻んで立方体にする[1]。この切り方をする代表的な野菜に、ニンジン、セロリ、カブ、タマネギなどがある[2]。,みじん切り,みじん切り
956,708,一般的には細長く切った食材や切り方をまとめて繊切りというが、細長く切った食材の太さや大きさにより複数の呼称があり、桂剥きを用いて可能な限り薄く剥いたものを折りたたみ、一辺の幅又は厚みを1mm程度以下に切り揃えたものを特に繊切りと呼び、他の呼称と使い分けることがある。,,繊切り
957,708,包丁を使い慣れていない者が繊切りを行う際、切るものを押さえる手、特に親指を誤って切ることがある。親指を内側に曲げることで、その危険性を低くすることができる。,,繊切り
958,709,MT車運転時に比較的多い状況として、発進時のクラッチ操作やギヤの選択を誤るとエンストを起こすことがある。直流電動機などと異なり、内燃機関は低回転でのトルクが小さいため（極端な場合だが、回転数0ではトルクは0になる）、エンジンが動き続けるには一定の回転数を維持する必要がある。ところが、発進するときなどは車輪は回っていないため、いきなりエンジンとつなぐと回転が遅くなって止まってしまう。,エンスト,エンスト
959,709,登坂路で発進する際はクラッチを切ったままブレーキペダルから足を放すと車両が後退してしまうため、これを防ぐためにパーキングブレーキを利用し、クラッチ接続と同時に徐々にブレーキを解放する運転操作もある。「坂道発進」と呼ばれ、日本の自動車教習所ではMT車を運転する実技の必須項目となっている。,坂道発進,マニュアルトランスミッション
960,710,"交差点（こうさてん、交叉点とも、crossroads, intersection）とは、2本以上の道路が交わる場所である。",交差点,交差点
961,710,道路を横断する交通が特に多くなり、交通事故が発生しやすい地点である。2019年の交通事故のうち54.9%が交差点とその付近で発生している[2][3]。,交差点,交差点
962,711,Excelにおいて合計する関数,SUM,SUM
963,711,合計（A1:A6）        指定された範囲すべての数値の合計を求め、関数値として返す。,,表計算ソフト (情報処理技術者試験)
964,712,ヒートショック現象（ヒートショックげんしょう、英: heat shock response）とは、住環境における急激な温度変化によって血圧が乱高下したり脈拍が変動する現象[1]。,ヒートショック,ヒートショック現象
965,712,比較的暖かいリビングからまだ冷たい浴室、脱衣室、トイレなど、温度差の大きいところへ移動すると、身体が温度変化にさらされて血圧が急変するため、脳卒中や心筋梗塞などを引き起こすおそれがある。高血圧や動脈硬化の傾向がある人がその影響を受けやすい傾向があり、なかでも高齢者は注意が必要とされる[3]。,ヒートショック,ヒートショック現象
966,714,ハーフウィンザーノット（英: Half-Windsor knot ）は、ネクタイの結び方の一つ。,,ハーフウィンザーノット
967,715,キックボード（Kickboard）とは、K2 Inc.とMicro Mobility Systems共同開発の三輪キックスケーター、およびK2が展開したキックスケーターブランド。,キックボード,キックボード
968,715,"構造上は車体上に立位で乗車するキックスケーターだが、空気式小インチタイヤと十分な剛性のある車体フレーム、またフレーム左右に両足を乗せるステップを持つ。
リチウムイオン等のバッテリーによる電動駆動。
ハンドル部分は折りたたみにできる構造。2系統のブレーキ、警音器、前照灯、後部反射器、番号灯を備える。ウィンカー、尾灯、制動灯を備えるものもある。
なお、最高速度が20km/h未満の場合は若干緩和されており、尾灯や制動灯、方向指示器、速度計は不要[32]だが、安全上、尾灯、制動灯、方向指示器の装備が望ましい。""",,キックスケーター
969,715,2023年7月1日施行の道路交通法の改正の時点では国土交通省[3]、および警視庁の両Webサイト[4]には電動キックボードと記載されている。,,キックスケーター
970,716,森林浴の効果は科学的なものより精神的なものが大きいといわれてきた。科学的効能としては樹木が発散するフィトンチッドと呼ばれる物質が作用しているとされる。,森林浴,森林浴
971,716,また、都市部のいわゆる「お疲れサラリーマン」を被験者とした2005年（平成17年）の実験では、森林浴翌日の採血・採尿で生理的な変化を調査した。その結果、2泊3日の滞在によってNK細胞活性が52.6%向上したことが確認され、同時に抗がんタンパク質の濃度も上昇していることが確認された[28]。この実験は2006年（平成18年）にも継続され、2泊3日の森林滞在で約56%のNK細胞活性を再現するとともに、日常生活・都市部への2泊3日の旅行で対照実験を実施した。日常での複数の検査や都市部への旅行ではNK細胞活性に変化がみられなかったことから、森林の環境が免疫機能の向上に特異性を持つことが実証された。,森林浴,森林浴
972,717,パーキンソン病（パーキンソンびょう、英: Parkinson's disease）は、手の震え、動作や歩行の困難など運動障害を示す、進行性の神経変性疾患である。進行すると自力歩行も困難となり、車椅子や寝たきりになる場合がある。40歳以上の中高年の発症が多く、特に65歳以上の割合が高い。,パーキンソン病,パーキンソン病
973,717,中脳黒質のドーパミン神経細胞減少により、これが投射する線条体（被殻と尾状核）においてドーパミン不足と相対的なアセチルコリンの増加がおこり、機能がアンバランスとなることが原因と考えられている。しかしその原因は解明には至っていない。,パーキンソン病,パーキンソン病
974,718,虹の正体は、雨滴の内部で反射した光である。右図のように、主虹では1回、副虹では2回、光は反射し、雨滴に入るときと出るときで各1回屈折する[4]。光の屈折率は色によって異なるため、水滴で屈折した光は分散する。このため、雨滴から出る際の進行方向は、色によって異なる[6]。背面の太陽光に対して虹が見える角度を虹角というが、赤は約42度、紫は約40度になる。この結果、1つの雨粒からは1つの色のみが観察者の目に届く[7]。たくさんの雨粒から「太陽」－「プリズムとなる水滴」－「観察者」のなす角度によって異なる色の光が見えた時、虹となって見える[8]。,虹,虹
975,719,"はやぶさ（綾二重跳び、速綾（そくあや）跳び）
綾跳びの体制で二重跳びをする",,縄跳び
976,719,"二重跳び
跳躍中に跳び縄を二回転させる。",,縄跳び
977,719,「交→順」または「順→交」の2種類のバリエーションが存在する。,,縄跳び
