,ID,Query,difficulty,dataset
277,faq_187,記事の投稿予約をする方法はありますか？,easy,val
278,faq_187,投稿日時を設定する方法を教えてください。,easy,val
279,faq_193,PCの最新版エディタを使っている場合、画像の代替テキストを設定する方法は何ですか？,hard,val
280,faq_193,画像オプションの中で、代替テキストを設定するための欄はどこにありますか？,hard,val
281,faq_193,HTMLを編集して代替テキストを設定する方法はありますか？,hard,val
282,faq_193,PCのタグ編集エディタを使っている場合、代替テキストを設定するために直接HTMLを編集する必要がありますか？,hard,val
283,faq_193,iOS/Androidアプリのエディタを使っている場合、代替テキストの設定はどのように行えますか？,hard,val
284,faq_193,記事を投稿する際にHTML編集をする必要がある場合、代替テキストの設定も可能ですか？,hard,val
285,faq_195,フォローがリセットされる原因は何ですか？,easy,val
286,faq_195,フォローがリセットされないようにする方法はありますか？,easy,val
287,faq_197,こえのブログにはどのような機能がありますか？,easy,val
288,faq_197,こえのブログでは音声入力以外の方法で記事を作成することはできますか？,easy,val
289,faq_199,アクセス数とは何ですか？,easy,val
290,faq_199,訪問者数とは何ですか？,easy,val
291,faq_199,アクセス数と訪問者数の違いは何ですか？,easy,val
292,faq_199,アクセス数と訪問者数はどのように確認できますか？,easy,val
293,faq_199,アクセス数と訪問者数にはボットやクローラーのアクセスは含まれますか？,easy,val
294,faq_200,ランキングが急に下がった場合、なぜですか？,hard,val
295,faq_200,アクセス数が0、前日より大幅に減った場合、なぜですか？,hard,val
296,faq_200,アクセス数が大幅に増えた場合、なぜですか？,hard,val
297,faq_200,アメンバー承認している数よりアクセス数が多い場合、なぜですか？,hard,val
298,faq_200,下書き記事にアクセスされる場合、なぜですか？,hard,val
299,faq_201,音声入力でブログ記事を作成する方法を教えてください。,easy,val
300,faq_201,マイクの使用を許可する方法は？,easy,val
301,faq_201,録音した音声を確認する方法は？,easy,val
302,faq_201,音声をやり直す場合はどうすればいいですか？,easy,val
303,faq_201,記事の公開範囲を変更する方法はありますか？,easy,val
304,faq_201,アメンバー限定で投稿するにはどうすればいいですか？,easy,val
305,faq_201,テキストと音声が一致しない場合はどうすればいいですか？,easy,val
306,faq_201,音声を録音する際の注意点はありますか？,easy,val
307,faq_201,著作権に関する注意事項はありますか？,easy,val
308,faq_202,HTML編集画面で禁止タグを削除する方法を教えてください。,easy,val
309,faq_203,推奨利用環境は何ですか？,easy,val
310,faq_203,動作保障環境はどのようなものですか？,easy,val
311,faq_203,スマートフォンブラウザでの利用は可能ですか？,easy,val
312,faq_203,パソコンでの利用は可能ですか？,easy,val
313,faq_203,Amebaアプリでの利用は可能ですか？,easy,val
314,faq_205,こえのブログを完全に削除する方法はありますか？,easy,val
315,faq_205,こえのブログの投稿記事から、こえのブログ部分のみを削除する方法はありますか？,easy,val
316,faq_205,こえのブログを削除すると、記事内のこえのブログ画像部分はどうなりますか？,easy,val
317,faq_205,こえのブログを削除できる画面はどこにありますか？,easy,val
318,faq_214,広告をはずすためには、どのような手続きが必要ですか？,easy,val
319,faq_214,広告をはずすことで、ブログ閲覧面のどの箇所の広告がはずれますか？,easy,val
320,faq_214,広告をはずすためには、有料の申し込みが必要ですか？,easy,val
321,faq_214,広告をはずすことで、PCとモバイルの両方のブログ閲覧面の広告がはずれますか？,easy,val
322,faq_214,広告がはずれる箇所には、具体的にどのような場所が含まれますか？,easy,val
323,faq_214,広告がはずれる箇所には、PCとモバイルで異なる場所が含まれますか？,easy,val
324,faq_214,広告がはずれる箇所には、ブログトップや記事詳細などが含まれますか？,easy,val
325,faq_214,広告がはずれる箇所には、お気に入りやコメント一覧などが含まれますか？,easy,val
326,faq_214,広告がはずれる箇所には、アメンバー限定記事や画像一覧などが含まれますか？,easy,val
327,faq_214,広告をはずす機能の申し込みは、どこで行えますか？,easy,val
328,faq_215,フリープラグインを設置する手順を教えてください。,easy,val
329,faq_217,お引越し時にデータが取得できない場合、インポートはできますか？,easy,val
330,faq_217,FC2ブログのバックアップはどのように行えますか？,easy,val
331,faq_217,バックアップファイルのサイズ制限はありますか？,easy,val
332,faq_217,お引越し登録時に使用するIDは何ですか？,easy,val
333,faq_217,アメブロの禁止タグが使われている記事はお引越しできますか？,easy,val
334,faq_217,未来記事や下書き記事、限定公開記事はお引越しできますか？,easy,val
335,faq_217,記事に投稿されているコメントやトラックバックはお引越しできますか？,easy,val
336,faq_217,ブログサービス特有の記事レイアウトは反映されますか？,easy,val
337,faq_217,絵文字はお引越しできますか？,easy,val
338,faq_217,記事タイトルの文字数制限はありますか？,easy,val
339,faq_217,記事本文の文字数制限はありますか？,easy,val
340,faq_217,記事本文が未入力または半角スペースのみの場合、反映されますか？,easy,val
341,faq_217,お引越し可能な画像形式は何ですか？,easy,val
342,faq_217,全ての記事が反映されない場合がありますか？,easy,val
343,faq_217,画像サイズが大きい場合、一部見切れることがありますか？,easy,val
344,faq_217,サムネイル画像はお引越しされますか？,easy,val
345,faq_217,動画ファイルはお引越しできますか？,easy,val
346,faq_217,ブログタイトルは反映されますか？,easy,val
347,faq_217,お引越し後に他社ブログの記事の追加や更新、削除は反映されますか？,easy,val
348,faq_217,お引越し登録後はお引越し元のブログサービスを退会または非公開にする必要がありますか？,easy,val
349,faq_217,お引越し元のブログサービスを退会するとお引越しができない可能性がありますか？,easy,val
350,faq_218,お引越し元のブログ情報登録にて入力いただくIDとパスワードは、どこで確認できますか？,hard,val
351,faq_218,お引越しできないものとして、記事に投稿されているコメント・トラックバックがありますが、他にお引越しできないものはありますか？,hard,val
352,faq_218,お引越し先のブログにおいて、各ブログサービス特有の記事レイアウトは完全に反映されますか？,hard,val
353,faq_218,お引越し先のブログにおいて、各ブログサービス特有の絵文字は完全に反映されますか？,hard,val
354,faq_218,お引越し先のブログにおいて、記事タイトルで文字化けが起こる場合があるということですが、どのような場合に文字化けが起こるのですか？,hard,val
355,faq_218,"お引越し先のブログにおいて、記事本文が全角20,001文字以上の場合、記事が反映されないということですが、記事本文の文字数制限はありますか？",hard,val
356,faq_218,お引越し先のブログにおいて、記事本文または記事タイトルが未入力または半角スペースのみの記事は反映されないということですが、記事の必須項目はありますか？,hard,val
357,faq_218,お引越し先のブログにおいて、ココログで下書き保存されている記事は、アメブロお引越し時に公開されますか？,hard,val
358,faq_218,お引越し先のブログにおいて、画像のある記事をお引越しした場合、画像及び記事の一部が脱落する場合があるということですが、具体的にどのような場合に脱落するのですか？,hard,val
359,faq_218,お引越し先のブログにおいて、お引越しが可能な画像形式は何ですか？,hard,val
360,faq_218,お引越し先のブログにおいて、2MB/1枚、または2GB/全体を超える画像を保持する記事は反映されないということですが、画像の制限はありますか？,hard,val
361,faq_218,お引越し先のブログにおいて、画像サイズが大きい場合、アメブロの記事においてどのような問題が起こるのですか？,hard,val
362,faq_218,お引越し先のブログにおいて、記事上に表示されているサムネイル画像がアメブロ画像フォルダにお引越しされますが、画像フォルダ内にある本体画像のデータはお引越しされないということですが、具体的にどのようなデータがお引越しされないのですか？,hard,val
363,faq_218,ココログのファイルサーバーに動画ファイルなどをアップして記事に反映させた場合、アメブロにも反映されますか？,hard,val
364,faq_218,お引越し先のブログにおいて、ブログタイトルは反映されないということですが、お引越し先のブログのタイトルはどのようになりますか？,hard,val
365,faq_218,お引越し機能を使っても、お引越し元ブログの内容が消えることはありませんか？,hard,val
366,faq_218,お引越し登録後、他社ブログの記事の追加/更新/削除は反映されないということですが、お引越し登録後に他社ブログの記事を編集することはできますか？,hard,val
367,faq_218,お引越し登録後、他社ブログのパスワードを変更するとお引越し処理ができないことがあるということですが、お引越し処理が完了するまでパスワードの変更は避けるべきですか？,hard,val
368,faq_218,お引越しが完了するまでは、お引越し元のブログサービスを退会、または記事を非公開にしないように注意する必要がありますが、お引越し完了前にお引越し元のブログサービスを退会した場合、どのような問題が起こる可能性がありますか？,hard,val
369,faq_219,記事デザイン機能を使って投稿する方法を教えてください。,easy,val
370,faq_222,ブログ記事が正常に投稿できない場合、どのように対処すればよいですか？,easy,val
371,faq_223,文字数を超えていないのにエラーが出る原因は何ですか？,hard,val
372,faq_223,文字数の上限を超えている場合のエラー表示について教えてください。,hard,val
373,faq_227,テーマを削除しようとしても、削除のチェックボタンが表示されません。なぜですか？,easy,val
374,faq_227,テーマを削除するためには、テーマ名を変更する必要がありますか？,easy,val
375,faq_227,テーマを削除するためには、テーマに設定されている記事のテーマを変更する必要がありますか？,easy,val
376,faq_227,テーマを削除するためには、テーマに設定されている記事を下書き状態にする必要がありますか？,easy,val
377,faq_227,テーマを削除するためには、テーマに設定されている記事を非公開にする必要がありますか？,easy,val
378,faq_227,テーマを削除するためには、テーマに設定されている記事を削除する前にテーマ名を変更する必要がありますか？削除のチェックボタンが表示されない場合は、どうすればいいですか？,easy,val
379,faq_228,共有ボタンはどのデバイスで表示されますか？,easy,val
380,faq_228,Amebaアプリから共有ボタンを設定できますか？,easy,val
381,faq_229,パソコンからメッセージボードを編集する方法は？,easy,val
382,faq_229,スマートフォンからメッセージボードを編集する手順は？,easy,val
383,faq_233,コメントの受け付け方法を変更するにはどうすればいいですか？,easy,val
384,faq_233,コメントの公開方法を変更するにはどうすればいいですか？,easy,val
385,faq_233,コメントの画像認証を有効にするにはどうすればいいですか？,easy,val
386,faq_234,コメントを削除する方法はありますか？,easy,val
387,faq_235,アメンバーになったブログの更新情報はフォローフィードに表示されていますか？,easy,val
388,faq_235,アメンバーになったブログの確認方法：,easy,val
389,faq_236,ブログ記事のコメント欄が表示されない場合、どのように対処すればよいですか？,easy,val
390,faq_243,コメントを投稿する方法は何ですか？,easy,val
391,faq_243,コメントを入力して送信するためのボタンはどこにありますか？,easy,val
392,faq_243,記事にコメントを投稿するためには、どのアイコンをクリック・タップすればいいですか？,easy,val
393,faq_243,「コメントする」アイコンが表示されない記事はありますか？,easy,val
394,faq_244,フォローの受付設定を変更する方法はありますか？,easy,val
395,faq_244,フォロー申請が来た場合、どのように承認または拒否できますか？,easy,val
396,faq_244,フォロー申請を削除すると、相手に通知されますか？,easy,val
397,faq_244,フォロー申請をすべて承認する設定は可能ですか？,easy,val
398,faq_244,フォロー申請をすべて拒否する設定は可能ですか？,easy,val
399,faq_245,アメンバー限定記事を閲覧する方法はありますか？,easy,val
400,faq_245,アメンバーになるためにはどうすればいいですか？,easy,val
401,faq_245,アメンバーになるとどのような特典がありますか？,easy,val
402,faq_245,アメンバー限定記事を読むためには、どのブロガーに申請すればいいですか？,easy,val
403,faq_245,アメンバーになると、通知設定を変更することはできますか？,easy,val
404,faq_245,アメンバー限定記事を読むためには、承認が必要ですか？,easy,val
405,faq_245,アメンバーになると、どのような記事が読めるようになりますか？,easy,val
406,faq_247,コメントが反映されない場合、どうすればいいですか？,easy,val
407,faq_247,ブロガーがコメントを削除することはありますか？,easy,val
408,faq_247,コメントが承認されなかった場合、どうすればいいですか？,easy,val
409,faq_247,コメントが削除された場合、どうすればいいですか？,easy,val
410,faq_248,ブログ記事を投稿するための手順を教えてください。,easy,val
411,faq_250,パソコンでコメントした記事の履歴を確認する方法はありますか？,hard,val
412,faq_250,Amebaアプリでコメントした記事の履歴を確認する方法はありますか？,hard,val
413,faq_252,フォローを非公開から公開に変更する場合、どのようにすればいいですか？,easy,val
414,faq_254,下書きにした記事を再度編集する方法はありますか？,easy,val
415,faq_254,下書き保存した記事をどのように編集できますか？,easy,val
416,faq_254,記事の編集・削除ページにアクセスするにはどうすればいいですか？,easy,val
417,faq_254,下書き保存した記事を再度投稿する手順を教えてください。,easy,val
418,faq_254,下書きにした記事を編集するための画面はどこにありますか？,easy,val
419,faq_254,下書きにした記事を削除する方法はありますか？,easy,val
420,faq_254,下書きにした記事を編集するためには、どのような手順を踏めばいいですか？,easy,val
421,faq_254,下書きにした記事を再度投稿するためには、どのような手順を踏めばいいですか？,easy,val
422,faq_254,下書きにした記事を編集するためには、どのページにアクセスすればいいですか？,easy,val
423,faq_254,下書きにした記事を再度編集する方法を教えてください。,easy,val
424,faq_255,フォローしたブログを管理する方法はありますか？,easy,val
425,faq_255,フォローの公開・非公開設定はどこで行えますか？,easy,val
426,faq_255,フォローをやめたいのですが、どうすればいいですか？,easy,val
427,faq_255,フォローフィードから限定記事が消えません。どうすれば消えるようになりますか？,easy,val
428,faq_255,フォローとアメンバーの違いは何ですか？,easy,val
429,faq_255,アプリで既読後も未読のままになることがあります。なぜですか？,easy,val
430,faq_255,フォローには上限がありますか？制限がかかった場合はどうすればいいですか？,easy,val
431,faq_257,画像や動画を投稿する方法を教えてください。,easy,val
432,faq_257,スマートフォンに保存されている画像や動画を投稿するにはどうすればいいですか？,easy,val
433,faq_257,投稿できる動画の最大容量はどれくらいですか？,easy,val
434,faq_257,一度に挿入できる動画の数は最大で何個ですか？,easy,val
435,faq_257,YouTubeの動画を投稿する方法を教えてください。,easy,val
436,faq_260,メールアドレスの変更方法はどうすればいいですか？,easy,val
437,faq_263,メッセージで個人情報を送ることはできますか？,easy,val
438,faq_265,年間での一括の支払いはできますか？,easy,val
439,faq_270,メッセージが閲覧できない理由は何ですか？,easy,val
440,faq_271,領収書の発行はできますか？,easy,val
441,faq_271,クレジットカードでの支払いの場合、領収書の代わりに明細を利用することはできますか？,easy,val
442,faq_273,アクセス解析では、どのような情報が表示されますか？,easy,val
443,faq_273,アクセス解析の結果は、どのように確認できますか？,easy,val
444,faq_273,アクセス数が0の場合、なぜですか？,easy,val
445,faq_273,アクセス数が前日より大幅に減った場合、なぜですか？,easy,val
446,faq_273,アクセス数の意味するところは、どのようなものですか？,easy,val
447,faq_273,今日のアクセス数はいつ更新されますか？,easy,val
448,faq_273,最終的なアクセス数はいつ確定しますか？,easy,val
449,faq_273,アクセス解析の結果以外の情報は提供されていますか？,easy,val
450,faq_274,どういうジャンルに参加すればよいですか？,easy,val
451,faq_275,なぜ全体のアクセス数と記事別のアクセス数が一致しないのですか？,easy,val
452,faq_277,画面が真っ黒になる,hard,val
453,faq_280,ピグライフとはどんなゲームですか？,easy,val
454,faq_280,ピグライフのダウンロードは無料ですが、有料コンテンツはありますか？,easy,val
455,faq_280,ピグライフをプレイするためにはインターネット通信が必要ですか？データ通信料はかかりますか？,easy,val
456,faq_282,1台の端末で複数のアカウントを使用することはできますか？,easy,val
457,faq_282,ピグライフのゲームで、1台のデバイスで複数のアカウントを共有することはできますか？,easy,val
458,faq_282,複数のアカウントを1つのデバイスで使用する方法はありますか？,easy,val
459,faq_282,ピグライフのゲームで、友達と同じ端末で遊ぶことはできますか？,easy,val
460,faq_282,1台のデバイスで複数のアカウントを切り替える方法はありますか？,easy,val
461,faq_282,ピグライフのゲームで、家族と同じデバイスで遊ぶことはできますか？,easy,val
462,faq_282,1台の端末で複数のアカウントを使うことはできないのですか？,easy,val
463,faq_282,ピグライフのゲームで、別のアカウントでログインする方法はありますか？,easy,val
464,faq_282,1つのデバイスで複数のアカウントを管理する方法はありますか？,easy,val
465,faq_289,機種変更する際に、ジェムを引き継ぐことはできますか？,easy,val
466,faq_290,データの読み込みに時間がかかっていますが、解消する方法はありますか？,easy,val
467,faq_290,アプリを再起動すると解消される可能性はありますか？,easy,val
468,faq_290,スマートフォンを再起動すると解消される可能性はありますか？,easy,val
469,faq_290,起動中の他のアプリを終了して、ピグライフのみ開くと解消される可能性はありますか？,easy,val
470,faq_290,ゲームの快適さを変更すると解消される可能性はありますか？,easy,val
471,faq_290,キャッシュを消去すると解消される可能性はありますか？,easy,val
472,faq_290,通信環境の確認を行うと解消される可能性はありますか？,easy,val
473,faq_293,Game Center/Google Play ゲーム連携を使ったデータ移行はどこから行えますか？,easy,val
474,faq_293,機種変更する前の端末からのお手続きはどのように行えますか？,easy,val
475,faq_293,機種変更した後の端末からのお手続きはどのように行えますか？,easy,val
476,faq_293,データ移行の手続きはどの画面から行えますか？,easy,val
477,faq_293,Game CenterとGoogle Play ゲームのどちらを選択すればいいですか？,easy,val
478,faq_293,連携済みの場合、再度連携する必要はありますか？,easy,val
479,faq_293,データ移行の手続きには何が必要ですか？,easy,val
480,faq_294,ポリマで購入できるアイテムやノンさんと交換できるアイテムは、どの浮島で入手できますか？,easy,val
481,faq_294,アイテムにロック（鍵マーク）がかかっている場合、どのクエストをクリアすれば解除されますか？,easy,val
482,faq_294,特定のアイテムを探していますが、他の浮島にも行く必要がありますか？,easy,val
483,faq_294,ヘルプを見てもアイテムが見つからない場合、どうすればいいですか？,easy,val
484,faq_299,Amebaアプリコインはどのように使えますか？,easy,val
485,faq_299,AmebaアプリコインとAmebaコインの違いは何ですか？,easy,val
486,faq_299,Googleアカウントとの連携について教えてください。,easy,val
487,faq_300,「繰り返しOK」の「おねがいクエスト」が何回もクリアされていない理由は何ですか？,easy,val
488,faq_302,Game Center/Google Play ゲーム連携を使ったデータ移行は何のために行われるのですか？,easy,val
489,faq_302,データ移行をするためにはどのようなアカウントが必要ですか？,easy,val
490,faq_304,サービス終了後も、どこでもピグライフをプレイする方法はありますか？,hard,val
491,faq_304,サービス終了後も、他のプラットフォームでピグライフをプレイできますか？,hard,val
492,faq_307,退会後のコインは返金されますか？,easy,val
493,faq_309,コイン購入の上限金額は何ですか？,hard,val
494,faq_310,コインの有効期限は何ですか？,easy,val
495,faq_310,ボーナスコインの利用期限はありますか？,easy,val
496,faq_312,Amebaプリペイドカードはどこで購入できますか？,easy,val
497,faq_312,Amebaプリペイドカードの有効期限は何ヶ月ですか？,easy,val
498,faq_312,"1,500円のAmebaプリペイドカードは何コインに交換できますか？",easy,val
499,faq_312,"10,000円のAmebaプリペイドカードは何コインに交換できますか？",easy,val
500,faq_312,"1,500円分のAmebaプリペイドカードを分割購入することはできますか？",easy,val
501,faq_317,ログイン方法にはどのような種類がありますか？,hard,val
502,faq_318,チャット広場の履歴は何日間保存されますか？,easy,val
503,faq_318,チャット広場の発言内容はどのように削除されますか？,easy,val
504,faq_318,チャット広場の履歴が90日を超えた場合、どのように削除されますか？,easy,val
505,faq_320,ガチャの仕組みを理解するためにはどのようなポイントに注意すれば良いですか？,easy,val
506,faq_320,ガチャを複数回引いた場合、前回の結果は次回の抽選に影響しますか？,easy,val
507,faq_320,提供割合が1%のアイテムを獲得するためには、平均的に何回ガチャを引けば良いですか？,easy,val
508,faq_320,提供割合が1%のアイテムを獲得するためには、100回のガチャで必ず1回獲得できると言えますか？,easy,val
509,faq_320,特定のアイテムを狙ってガチャを引く場合、そのアイテムを手に入れる確率はどのように変化しますか？,easy,val
510,faq_322,おしゃべりの設定を変更する方法はありますか？,easy,val
511,faq_322,コメント帳のコメント設定を変更する方法はありますか？,easy,val
512,faq_322,コーデ帳のコメント設定を変更する方法はありますか？,easy,val
513,faq_322,ギフトの受け取り設定を変更する方法はありますか？,easy,val
514,faq_325,名前を変更する方法を教えてください,easy,val
515,faq_325,プロフィールの変更はどこで行えますか,easy,val
516,faq_325,ニックネームを変更する手順を教えてください,easy,val
517,faq_325,名前の変更は可能ですか,easy,val
518,faq_327,コインを購入するためには、親権者の同意が必要ですか？,easy,val
519,faq_327,コインの購入には現金が必要ですか？,easy,val
520,faq_327,コイン購入に関する規約や法律について、どこで確認できますか？,easy,val
521,faq_328,ピグともになるためにはどうすればいいですか？,hard,val
522,faq_328,ピグともになるためにはどのような手順を踏めばいいですか？,hard,val
523,faq_328,ピグともになるためには、どのような申請メッセージを送信すればいいですか？,hard,val
524,faq_328,ピグともになるためには、相手のピグが申請を承認する必要がありますか？,hard,val
525,faq_330,「決定する」ボタンをタップする前に何をする必要がありますか？,easy,val
526,faq_330,プロフィール画像に設定するためには、どのようにチェックを入れればいいですか？,easy,val
527,faq_330,きせかえを保存するためには、どのボタンをタップすればいいですか？,easy,val
528,faq_333,おしゃべりの利用方法について教えてください,easy,val
529,faq_333,おしゃべりはどこで利用できますか,easy,val
530,faq_333,ピグトークの利用規約はありますか,easy,val
531,faq_333,利用停止や退会処分の条件は何ですか,easy,val
532,faq_333,おしゃべりから退出した後、再度入ることはできますか,easy,val
533,faq_334,ギフトを送りたいピグを選ぶ方法はありますか？,easy,val
534,faq_334,ショップからギフトを贈る場合、どのように相手を選択することができますか？,easy,val
535,faq_334,ギフトを贈る際に、プレゼントやラッピング、メッセージの選択方法はありますか？,easy,val
536,faq_334,ギフトを送る前に内容を確認する方法はありますか？,easy,val
537,faq_336,おしゃべり画面で「注意事項に同意する」の文字をクリックしても黒丸が入りません。どうすればいいですか？,hard,val
538,faq_337,アメーバIDを取得するための手順を教えてください。,easy,val
539,faq_340,もらえるグッピグのアメの上限はありますか？,easy,val
540,faq_343,グッピグ広場のつぶやきを変更する方法はありますか？,easy,val
541,faq_345,友達や他のピグを探すにはどうしたらいいですか？,easy,val
542,faq_345,ピグともを探すためのメニューはどこにありますか？,easy,val
543,faq_345,ピグともを探すためには、どのような情報を入力する必要がありますか？,easy,val
544,faq_345,相手のピグが作成されていない場合、検索結果には表示されないのですか？,easy,val
545,faq_345,相手の年齢によって検索結果が制限されることがあるのですか？,easy,val
546,faq_346,ペットを15匹以上飼いたい場合、どのようにすればいいですか？,easy,val
547,faq_346,ペットを飼いたいけれど、最大15匹までしか飼えないと書かれていますが、それ以上のペットを飼う方法はありますか？,easy,val
548,faq_346,他のペットを飼いたい場合、現在飼っているペットの中から1匹を牧場に返す必要がありますか？,easy,val
549,faq_346,ペットを牧場に返すことなく、15匹以上のペットを飼う方法はありますか？,easy,val
550,faq_346,ペットを牧場に返した後、すぐに新しいペットを飼うことはできますか？,easy,val
551,faq_346,ペットを15匹以上飼うことができない場合、どのように問い合わせればいいですか？,easy,val
552,faq_348,ペットは何匹まで飼えますか？,easy,val
553,faq_350,牧場で欲しいペットが出てこないのですが、何か対策はありますか？,easy,val
554,faq_352,一度に着用できるアイテム数は何個ですか？,easy,val
555,faq_353,アメで購入したエサとコインで購入したエサの違いは何ですか？,hard,val
556,faq_353,コインで購入したエサを与えると、ペットのゴキゲンが上がる割合はアメで購入したエサよりも高いですか？,hard,val
557,faq_353,コインで購入したエサを与えると、ペットのゴキゲンが上がる確率は一定ですか、それともランダムですか？,hard,val
558,faq_355,きせかえアイテムは何個まで持つことができますか？,easy,val
559,faq_358,ポイントが正しく表示されない場合、どのように対処すればよいですか？,hard,val
560,faq_361,アメの所持には上限はありますか？,easy,val
561,faq_361,アメの有効期限はありますか？,easy,val
562,faq_363,「STEP1」～「STEP8」のクリア回数は連続クリアランキングに反映されますか？,hard,val
563,faq_363,連続クリアランキングに反映されるのは、どのステップからですか？,hard,val
564,faq_363,「STEP1」～「STEP8」に挑戦中に連続クリアした回数はどこに反映されますか？,hard,val
565,faq_363,ランキングの仕様について詳しく教えてください。,hard,val
566,faq_365,なぜペットがしぐさを覚えないのですか？,easy,val
567,faq_365,なかよし度を上げるためにはどうすればいいですか？,easy,val
568,faq_365,エサを与えるとなかよし度は上がりますか？,easy,val
569,faq_365,なでなでするとなかよし度は上がりますか？,easy,val
570,faq_371,セキュリティソフトの設定が影響している場合、どのように対応すればよいですか？,easy,val
571,faq_371,ご利用のパソコン環境が影響している場合、どのように対応すればよいですか？,easy,val
572,faq_372,アメはどのように使えますか？,easy,val
573,faq_372,アメをためると何ができますか？,easy,val
574,faq_372,アメを交換するためにはどこに行けばいいですか？,easy,val
575,faq_374,ブロックしたいお相手の記事一覧に表示されている【...】をタップする方法はありますか？,hard,val
576,faq_374,ブロックを解除する方法はありますか？,hard,val
577,faq_374,ブロックするとどのような制限がかかりますか？,hard,val
578,faq_374,ブロックした相手のブログが表示されなくなる場所はどこですか？,hard,val
579,faq_374,メッセージやアメンバーのブロックは別の機能で行う必要がありますか？,hard,val
580,faq_374,ブロックを解除しても相手のフォローは解除されないのですか？,hard,val
581,faq_374,ブロックができない場合、ログインしていない可能性があるのですか？,hard,val
582,faq_374,ブロックができない場合、アプリが最新版ではない可能性があるのですか？,hard,val
583,faq_374,パソコンからは一部デザインのブログでブロック機能が使えないのですか？,hard,val
584,faq_375,フォロー申請を個別に承認する方法はありますか？,hard,val
585,faq_375,フォロー申請をすべて拒否する方法はありますか？,hard,val
586,faq_375,フォローを受け付けない設定をすると、どうなりますか？,hard,val
587,faq_375,フォロー申請を拒否した場合、相手のフォロワーリストから削除されますか？,hard,val
588,faq_375,フォロー申請を拒否した場合、相手はそれを知ることができますか？,hard,val
589,faq_375,フォロー申請をすべて拒否すると、どうなりますか？,hard,val
590,faq_375,フォロー申請をすべて拒否すると、他のユーザーにフォローされなくなりますか？,hard,val
591,faq_380,表示が正常に行われない,easy,val
592,faq_380,キャッシュの削除の方法は？,easy,val
593,faq_380,通信環境の確認方法は？,easy,val
594,faq_381,投稿が削除された理由を知りたいですが、どのような投稿が削除されるのですか？,easy,val
595,faq_386,イベントバナーはどのようなものですか？,easy,val
596,faq_386,イベントバナーはどのように更新されますか？,easy,val
597,faq_387,ペナルティにはどのような種類がありますか？,easy,val
598,faq_387,違反行為が繰り返された場合、どのような対応が行われますか？,easy,val
599,faq_387,該当箇所を修正した後、再度投稿すると表示されますか？,easy,val
600,faq_393,my Pickが記事編集画面とプレビュー画面に表示されない理由は何ですか？,easy,val
601,faq_393,my Pickが記事閲覧画面で表示されない場合、どうすれば表示できるようになりますか？,easy,val
602,faq_393,my Pickにアイテムやショップを保存できない理由は何ですか？,easy,val
603,faq_393,薬機法に関するお知らせを受けて記事を修正したのに、my Pickが公開されない理由は何ですか？,easy,val
604,faq_393,my Pickを任意の場所に貼ることはできますか？,easy,val
605,faq_393,my Pickをカスタマイズすることはできますか？,easy,val
606,faq_393,my Pickに登録したアイテムがなくなった場合、どのような変更があったのですか？,easy,val
607,faq_394,おまかせ広告自動挿入機能を利用している場合、記事ごとにおまかせ広告の表示／非表示を設定することはできますか？,hard,val
608,faq_394,おまかせ広告自動挿入機能を利用している場合、すでにおまかせ広告をPickしている記事には自動挿入のおまかせ広告は表示されますか？,hard,val
609,faq_394,過去の記事にもおまかせ広告が自動挿入されますか？,hard,val
610,faq_394,オフィシャルユーザーの方はおまかせ広告自動挿入機能を利用することはできませんか？,hard,val
611,faq_394,Amebaプレミアム（広告をはずす/画像容量アップコース）に加入している場合、おまかせ広告自動挿入機能を利用することはできませんか？,hard,val
612,faq_394,タイアップユーザーはおまかせ広告自動挿入機能を利用することはできませんか？,hard,val
613,faq_396,Ameba Pickの登録申請の審査にかかる時間はどのくらいですか？,easy,val
614,faq_396,広告主との提携申請の審査にかかる時間はどのくらいですか？,easy,val
615,faq_400,おまかせ広告はどのような報酬体系ですか？,easy,val
616,faq_400,おまかせ広告をPickするとどのような広告が表示されますか？,easy,val
617,faq_404,おまかせ広告の報酬レポートを確認する方法はありますか？,easy,val
618,faq_405,薬機法に違反しないための化粧品の効果に関する表現は何ですか？,easy,val
619,faq_406,化粧品と医薬部外品（薬用化粧品）の違いは何ですか？,easy,val
620,faq_406,医薬部外品と化粧品の違いは何ですか？,easy,val
621,faq_406,医薬部外品として扱われるためには、どのような表示が必要ですか？,easy,val
622,faq_406,医薬部外品として扱われるためには、どのような基準がありますか？,easy,val
623,faq_406,医薬部外品として扱われる商品はどのような効果が期待できますか？,easy,val
624,faq_406,化粧品と医薬部外品の違いを理解するためには、どのようなポイントに注目すれば良いですか？,easy,val
625,faq_406,医薬部外品として扱われる商品は、どのような表現ができますか？,easy,val
626,faq_406,医薬部外品として扱われる商品は、どのような効果を持っていますか？,easy,val
627,faq_406,医薬部外品として扱われる商品は、どのような目的で作られていますか？,easy,val
628,faq_406,医薬部外品として扱われる商品は、どのような成分が配合されていますか？,easy,val
629,faq_406,医薬部外品として扱われる商品は、どのような効果があるのですか？,easy,val
630,faq_408,海外在住の方でもAmeba Pickを利用することはできますか？,easy,val
631,faq_408,ドットマネーの報酬を現金やギフト券に交換する場合、電話番号認証が必要ですが、海外の電話番号でも認証できますか？,easy,val
