,ID,Reference
384,faq_402,"Pickしたアイテムは、以下の手順で削除することが可能です。
■PCの場合
記事の編集・削除ページより、Pickしたアイテムを削除したい記事を開く
Pickしたアイテムの右側、またはアイテム下の行始め部分にカーソルを合わせ、キーボードの「back space」キーを押す
※1回押しても削除できない場合は、商品が削除されるまで「back space」キーを何度か押してください

■アプリの場合
Amebaアプリを起動し、ブログ管理をタップ
「記事の編集・削除」より、Pickした商品を削除したい記事を開く
Pickした商品の右側、またはアイテム下の行始め部分にカーソルを合わせ、キーボードの文字削除キーを押すと削除ができます。
※1回押しても削除できない場合は、商品が削除されるまで文字削除キーを何度か押してください
解決しない場合はこちらにお問い合わせください解決しない時は
ヘルプをご覧になっても解決しない場合はこちらにお問い合わせください
Amebaに関するお問い合わせ"
385,faq_403,"楽天アフィリエイトID連携画面より、確認、連携、解除が行えます。
【楽天でアフィリエイトIDを確認】より、楽天アフィリエイトIDの確認ができます。
■Amebaアプリ
Amebaアプリをご利用の場合は、ブログ管理の中央部にある「Ameba Pickを見る」をタップし、以下の手順で確認・連携をしてください。

1．楽天IDの連携をタップ
2．楽天アフィリエイトIDをタップ

3．楽天にログインをします
4．アフィリエイトIDの連携をします
■パソコン
楽天アフィリエイトID連携画面
https://blog.ameba.jp/ucs/pick/press/rakuten/edit.do"
386,faq_404,"Ameba Pickのレポートにてご確認ください。
■アプリの場合
1.「ブログ管理」をタップ
2.「Ameba Pickを見る」をタップ
3.「詳細レポートを見る」をタップ
4.「おまかせ広告」をタップ
■PCの場合
1.https://www.ameba.jp/home へアクセス
2.「ブログ管理」管理をクリック
3.「Ameba Pick」をクリック
4.「詳細レポートを見る」をクリック
5.「おまかせ広告」をクリック
おまかせ広告のレポート機能が利用できるようになりました
https://ameblo.jp/ameba-pick-official/entry-12779486516.html"
387,faq_405,"化粧品を紹介する（Pickする）際のポイントや守っていただきことを投稿前にぜひご確認ください。

ブログで自分が実際に使用してみて感じた変化や、体験談を記載するケースがあるかと存じます。
しかし、Ameba Pickのリンクを載せて紹介すると、そのブログ記事は個人の感想を用いた広告となってしまうため、薬機法を守る必要があります。
ビフォー/アフター画像や、肌がどのように変わったかなどの体験談を書くと読者には、これを使えば確実に効果が出ると思われてしまい、薬機法違反となってしまう可能性があります。

『※個人の感想です』などと、自分だけの感想と記載しても、違反となるため注意が必要です。

薬機法では、化粧品の効果に関して、紹介できる表現が決められています。【効果効能の表現例】
NG：このクリームは、肌質を改善する効果があります。
OK：このクリームは、肌のキメを整える効果があります。
※このクリームに『肌質を改善』する効果はないので、表現ができません。
NG：このクリームは、肌荒れを治す効果があります。
OK：このクリームは、肌荒れを防ぐ効果があります。
※『肌荒れを治す』と書いてしまうと、医薬品と同じような効果があると誤解されてしまうため表現ができません。
NG：このクリームは、肌のたるみをケアしてくれます。
OK：このクリームは、肌にハリを与えてくれます。
※『たるみをケア』は、改善と同じような意味合いでとらえられてしまう可能性があります。たるみを改善していく効果がないので、表現ができません。
NG：アンチエイジング効果があるクリームです。
OK：エイジングケア（年齢に応じたケア）をしたい方におすすめのクリームです。
※『アンチエイジング』は、ブログでよく見かけますが、老化防止という意味なので、嘘や誇張した表現となってしまいます。『アンチエイジング』は使えないと覚えておきましょう。
上記でOKとして記載した例の他にも、化粧品の効果について記載できる表現は、全部で56項目あります。
極端に言うと、この56項目以外の表現は、化粧品の広告として使用することができません。

上記で紹介した表現例ですが、商品の紹介ではなく、自分の体験談として効果があったことを表現すると、違反表現になってしまう場合があります。
実際に使って体感したことであっても、広告だと表現が規制されてしまうのは、薬機法の難しいところです。
難しくてよく分からない、、という場合は、パッケージ等のデザインの感想や、化粧品の使用感、使用した後の気持ちの変化などを中心に書いていただくと良いかと思います。 
・パッケージがシンプルでおしゃれ
・塗った後しっとり
・重たすぎず伸びがいい
・香りに癒される
■アフィリエイトブログNG集
https://content.ameba.jp/ameba_pick/manners/
■【アイテムを紹介する時に気を付けよう！】薬機法の基礎知識
https://ameblo.jp/ameba-pick-official/entry-12735751735.html"
388,faq_406,"同じような商品でも「化粧品」と「医薬部外品」という区分の違いにより、注意いただきたいことが変わります。対象の商品を紹介する（Pickする）際のポイントや守っていただきことを投稿前にぜひご確認ください。

肌や体を保湿したり、清潔にしたりするために、直接皮膚や髪に塗るもので、髪や肌・皮膚を健やかにする目的で作られている商品です。
なんと、化粧水や美容液だけではなく、ボディーソープやシャンプー、歯磨き粉なども化粧品に分類されます。
【化粧品に分類されるもの】
■化粧水、乳液、美容液等のスキンケア商品
■ファンデーション、リップクリーム等のメイクアップ商品
■洗顔料、石鹸
■シャンプー、トリートメント
■歯磨き粉

化粧品の効果に加えて、『有効成分』が配合されているもので、主に『予防・衛生』を目的に作られている商品です。
例えば、『にきびを防ぐ有効成分』や『日焼けによるシミ・ソバカスを防ぐ有効成分』、『薬用』と付いている商品などは医薬部外品であることが多く、医薬品よりも効果が穏やかな成分が含まれています。
育毛剤や制汗剤も医薬部外品に分類されます。
【医薬部外品（薬用化粧品）に分類されるもの】
■薬用化粧品
■薬用石鹸
■薬用歯磨き粉
■育毛剤
■制汗剤

化粧品と医薬部外品（薬用化粧品）の違いを簡単に言うと、『有効成分』が配合されているかいないかになります。
商品の説明を見た時に『有効成分』の表記がないものは化粧品、『有効成分』の表記があるものは医薬部外品になります。
医薬部外品は、パッケージや容器などの目立つ部分に『医薬部外品』と記載されているので確認してみてください。

有効成分が入っていない化粧品と、有効成分が入っている医薬部外品（薬用化粧品）とでは、紹介するときに使用できる表現が違います。
例えば、医薬部外品（薬用化粧品）は有効成分が入っていることにより、化粧品では使用することができない『予防する』という表現ができます。
【商品の紹介として医薬部外品で使用できる表現例】
例）メラニンの生成を抑え、日やけによるシミやソバカスを防ぐことができます。
例）ニキビを防ぐことができる化粧水です。
例）汗のニオイを抑えてくれる制汗剤です。
どのような表現ができるのかを自分で確認することは、なかなか大変だと思います。
まずは、化粧品と医薬部外品（薬用化粧品）の違いがあることを知っていただき、『医薬部外品の場合は、防止、衛生等の表現ができる』ことを知っておきましょう。
その上で、商品のパッケージやアフィリエイトブログNG集を参考に、紹介文を考えてみてください。
■アフィリエイトブログNG集
https://content.ameba.jp/ameba_pick/manners/
■【アイテムを紹介する時に気を付けよう！】薬機法の基礎知識
https://ameblo.jp/ameba-pick-official/entry-12735751735.html"
389,faq_407,"無料でご利用いただけます。
解決しない場合はこちらにお問い合わせください解決しない時は
ヘルプをご覧になっても解決しない場合はこちらにお問い合わせください
Amebaに関するお問い合わせ"
390,faq_408,"Ameba Pickは日本国外にお住いのお客様もご利用いただけます。
なお、楽天市場以外の報酬が反映される「ドットマネー」では、現金やギフト券に交換する場合、
「070,080,090」から始まる電話番号で電話番号認証を行う必要があります。
認証可能な電話番号をお持ちでない場合は、Amebaコインやゲームアイテムへの交換をご検討ください。
また、Pickしたアイテムを閲覧（クリック）した際、
一部アイテムについて、海外からの閲覧が制限される場合があります。
あらかじめご了承ください。"
391,faq_409,"・広告掲載期間が終了した
・アイテムの掲載が終了した
・アイテムの在庫がなくなった
などが考えられます。
アイテムの最新の状況をご確認ください。
解決しない場合は、お手数をおかけしますがお問い合わせください。
■関連ヘルプページ
楽天市場の商品リンクから楽天トップページへ遷移してしまう
解決しない場合はこちらにお問い合わせください解決しない時は
ヘルプをご覧になっても解決しない場合はこちらにお問い合わせください
Amebaに関するお問い合わせ"
392,faq_410,"URLをクリック（タップ）しても登録フォームが表示されない場合、以下の可能性が考えられます。
ご確認ください。
スタッフブログにリンクしてしまう
ご登録とは別のアカウントでログインしている可能性が考えられます。
ご利用のブラウザのキャッシュ削除を行い、改めて、登録アカウントでログインを行ってください。
スマートフォンブラウザのキャッシュ削除方法
パソコンブラウザのキャッシュ削除方法
エラーページが表示される
メール受信から24時間以上経過している可能性が考えられます。
改めてメール送信を行ってください。
複数回メールを送信している場合、最新のメールを確認していない可能性が考えられます。
最新のURL以外は無効となりますので、改めて受信メールをご確認ください。
クリック（タップ）したURLの最後に余計な文字列が入っている、URLが途中で切れてしまっている可能性が考えられます。
URL部分をコピーして、直接ブラウザに張り付けてご確認ください。
解決しない場合はこちらにお問い合わせください解決しない時は
ヘルプをご覧になっても解決しない場合はこちらにお問い合わせください
Amebaに関するお問い合わせ"
393,faq_411,"誠に申し訳ございませんが、Ameba Pick以外のアフィリエイトリンクのご利用はできません。
※楽天ROOM、ポイントサイトの友達紹介のリンクは、ご利用いただけます。
Ameba PickにはAmebaの会員登録とは別に簡単な登録手続きが必要です。
以下のページより登録（審査申込み）を行ってください。
■Ameba Pick登録
https://content.ameba.jp/ameba_pick/start/"
394,faq_412,"楽天アフィリエイト管理画面の報酬額とAmeba Pick管理画面の表示報酬額が異なる場合があります。
楽天アフィリエイト管理画面からAmeba Pick管理画面への反映にタイムラグがあるためでであり、
報酬が異なっている場合、楽天アフィリエイト管理画面で確認できる報酬がが最新の情報です。
■発生報酬
楽天アフィリエイトでの報酬発生からAmeba Pick管理画面への反映まで2～3日程度かかります
■確定報酬
楽天アフィリエイトでの報酬確定からAmeba Pick管理画面への反映まで5日～1週間程度かかります"
395,faq_413,"Ameba Pickをご利用いただくためには、
簡単なブログの審査を兼ねた利用登録が必要です。 
Ameba Pick新規登録は、こちらから行ってください。
※個人情報の登録が必要です。
※アメーバIDのご登録と認証済みのメールアドレスが必要です。"
396,faq_414,"Ameba Pickご利用にあたり、禁止事項に抵触している可能性があり、一時的に停止状態になっていることが考えられます。
詳細については、Ameba Pickをご利用のアメーバIDをご記載の上、お問い合わせください。
解決しない場合はこちらにお問い合わせください解決しない時は
ヘルプをご覧になっても解決しない場合はこちらにお問い合わせください
Amebaに関するお問い合わせ"
397,faq_415,"■発生報酬とは
Ameba Pickのリンク経由で購入や申し込み等が行われたタイミングでカウントされる報酬額です。
広告主による承認後に確定報酬に変わります。
そのため、仮の報酬額と考えてください。
なお、発生報酬については、広告主により非承認となる場合もあります。
■確定報酬とは 
発生報酬額に対し広告主が承認をしたため、獲得することが確定した報酬額です。
確定報酬レポートには、選択している年に獲得した報酬の合計が表示されます。
使用済の報酬は、合計から減算されません。"
398,faq_416,"一般的に、
・給与所得がある方：年間副業所得が20万円以上
・給与所得がない方：年間所得が38万円以上
の場合、確定申告の必要があります。
ご自身の確定申告が必要であるか否かについての詳細については、税務署や税理士等に確認を行っていただき、必要に応じて手続きを行ってください。"
399,faq_417,"ブログの審査には、2～3営業日程お時間をいただいております。
審査完了後、メールやプッシュ通知でお知らせさせていただきます。
なお、審査が集中している場合には、1週間程度のお時間をいただく場合がございます。
審査が完了しない場合は、お問い合わせください。
解決しない場合はこちらにお問い合わせください解決しない時は
ヘルプをご覧になっても解決しない場合はこちらにお問い合わせください
Amebaに関するお問い合わせ"
400,faq_418,"登録申請メールは、以下のアドレスとタイトルで送信がされます。
迷惑メールの設定や迷惑フォルダをご確認ください。
送信元アドレス：info@amebame.com
タイトル：【重要】Ameba Pickへの本登録をお願いします。
なお、メールが届かない場合は、大変お手数ですが、登録メールアドレスを変更の上、
再度登録をお試しください。
※他のAmebaからのメールが受信できていても、Ameba Pickのメールが受け取れない場合があります。"
401,faq_419,"ヘルプページに設置されているAmebaヘルプチャットbotからよくある質問の回答が確認いただけます。
このページの右下に表示されているアイコンをタップし、Ameba Pickでお困りの方をタップしてください。
直接質問を入力する場合は、以下のポイントを参考に短い文章で質問してください。
〇 Ameba Pickに登録したい
→短い文章なので、botが認識しやすいです。
✕ アメピック 登録 
→正しい機能名ではないとbotが認識できません。また、単語の羅列ではなく、短い文章にしてください。
✕ Ameba Pickに登録しました。昨日登録したのですが、まだメールが来ません。いつ頃来るか教えてほしいです。
→長文になるお問い合わせは、メールにてお願いします。"
402,faq_420,"Ameba Pickの発生報酬額は、当月の合計が表示されます。
月が替わった際に、前月分の報酬がゼロとなりますが、過去の報酬は消えていません。
過去の報酬を確認する場合は、詳細レポートページ右上の「日付選択」を切り替えてご確認ください。
▼詳細レポートページ
https://blog.ameba.jp/ucs/pick/press/achievement.do
月が替わると当月分の報酬がデフォルトとして表示されますので、
当月分以外の報酬については、詳細レポートページ右上の「日付選択」よりご確認ください。"
403,faq_421,"Ameba Pickで得た報酬は、楽天市場のアイテムとそれ以外のアイテムで受け取り方法が異なります。
■楽天市場
連携した楽天アフィリエイトアカウントへ、確定報酬分のポイントが反映されます。
受け取りの詳細については、楽天アフィリエイトよりご確認ください。
■楽天市場以外
ドットマネーbyAmebaへ、確定報酬分のマネーが反映されます。
反映された報酬は、銀行振り込みや各種ポイント、ギフト券等に交換が可能です。
交換先の確認・マネーの交換は、報酬を受け取るをご確認ください。
また、Ameba Pickをご利用のアカウントで、ドットマネーbyAmebaにログインすること、
報酬を受け取ると同様に交換先の確認・マネーの交換が行えます。
※注意事項※
マネーを現金やギフト券に交換する場合は「070,080,090」から始まる電話番号での電話番号認証が必要です。
「070,080,090」から始まる電話番号をお持ちでない場合は、Amebaコインやゲームアイテムへの交換をご検討ください。"
404,faq_422,"クリックは、クリックがされた日の2日後までに反映されます。
報酬が反映されるタイミングについては、アイテムにより異なります。
以下をご確認ください。
■楽天市場
発生報酬：購入発生より2~3日後
確定報酬：毎月21日に前々月確定分
※楽天アフィリエイトのレポート反映よりも5日程度前後する可能性があります。 
■Amazon
発生報酬：購入発生より2~3日後
確定報酬：購入発生より65日程度 
※アイテム別で確定反映が異なり、３ヶ月程度かかるものもあります。ご了承ください。
■おまかせ広告
発生報酬：報酬が発生した翌日に反映されます
※報酬が表示された回数に応じて報酬が発生します
確定報酬：報酬発生より15日後
■その他
発生報酬：購入発生より2~3日後
確定報酬：報酬が確定された翌日 
※アイテムによって確定されるタイミングは異なりますので、アイテムの詳細ページでご確認ください。"
405,faq_423,"問題ありません。
ただし、必ずお問い合わせ先等を明記するあるいはコメントやメッセージ機能を開放して、読者がお問い合わせできる状態にしてください。
なお、アフィリエイトに関してはAmeba Pickのみご利用可能です。他のアフィリエイトサービスをAmebaで利用することは禁止しております。
また当社は、投稿された内容等が、Ameba利用規約もしくはその他の法令等に違反またはそのおそれがあると判断した場合は、その投稿を掲載しない、あるいは削除する等の対応を行う場合がございますのでご了承ください。
【禁止している投稿内容】
・法令に違反している、または違反している可能性のある商品やサービス等の販売や宣伝
・公序良俗に反する商品
・他者の著作権・商標権・肖像権・プライバシー・知的財産権等他者の権利を侵害する物品等の販売
・「絶対儲かる」「必ず成功する」などの表現により、購入者に誤解や損害を与える恐れのある内容の投稿や商品
・サービス等の販売、宣伝 ・医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律
・健康増進法・医療広告ガイドライン等その他各種法規・法令等に違反する内容 
└ 「絶対に痩せる」等の表現で商品を紹介すること 
└Before/After（使用前/使用後）の画像を掲載し、効果を保証する表現で商品を紹介すること 
・著名人を想起するような名称・画像等を無断･無許可で使用し、商品を紹介すること 
例： ●●（人物名）絶賛！とにかく痩せるサプリメントです！ 
・虚偽の内容 └ 根拠の無いランキング形式で商品を紹介したり、嘘の体験談等を掲載すること
・その他第三者の権利を侵害する内容 ・その他、当社が不適切と判断する内容"
406,faq_426,"問題ありません。
ただし、必ずお問い合わせ先等を明記するあるいはコメントやメッセージ機能を開放して、読者がお問い合わせできる状態にしてください。
なお、メールマガジンの配信やセミナー等の実施にあたって取得する個人情報等の取り扱いについては、各種法令を遵守いただきますようお願いいたします。ご不明な場合はご自身でお調べいただくか、不安な場合は利用をお控えください。
また、当社は、投稿された内容等が、Ameba利用規約もしくはその他の法令等に違反またはそのおそれがあると判断した場合は、その投稿を掲載しない、あるいは削除する等の対応を行う場合がございますのでご了承ください。
【禁止している投稿内容】
・法令に違反している、または違反している可能性のある商品やサービス等の販売や宣伝
・公序良俗に反する商品
・サービス等の販売や宣伝
・他者の著作権・商標権・肖像権・プライバシー・知的財産権等他者の権利を侵害する物品等の販売
・「絶対儲かる」「必ず成功する」などの表現により、購入者に誤解や損害を与える恐れのある内容の投稿や商品
・サービス等の販売、宣伝 ・医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律
・健康増進法・医療広告ガイドライン等その他各種法規・法令等に違反する内容 
└ 「絶対に痩せる」等の表現で商品を紹介すること 
└Before/After（使用前/使用後）の画像を掲載し、効果を保証する表現で商品を紹介すること 
・著名人を想起するような名称・画像等を無断･無許可で使用し、商品を紹介すること 
例： ●●（人物名）絶賛！とにかく痩せるサプリメントです！ 
・虚偽の内容 └ 根拠の無いランキング形式で商品を紹介したり、嘘の体験談等を掲載すること
・その他第三者の権利を侵害する内容 ・その他、当社が不適切と判断する内容"
407,faq_427,"Ameba Pickで楽天市場のアイテムをPickしたい場合は、楽天アフィリエイトIDとの連携が必要です。
管理画面より楽天アフィリエイトIDとの連携を行ってください。
■連携方法（アプリ）
１．ブログ管理＞＞Ameba Pickを見る
２．右上のアイコンマークをタップし、外部サービス連携をタップ
３．楽天市場をタップし、楽天アカウントでログインを行う
４．楽天グループのアイテムをPickするために、楽天アフィリエイトIDを連携しますか？で【はい】をタップ
■連携方法（パソコン）
１．楽天ID連携ページより、【楽天アフィリエイトIDを連携する】をクリック
２．楽天アカウントでログインを行う
３．楽天グループのアイテムをPickするために、楽天アフィリエイトIDを連携しますか？で【はい】をクリック
上記ページより、連携を解除いただくことも可能です。
■その他ご留意いただきたい事項
・レポートはAmeba Pickでもご確認いただけますが、楽天市場のアイテムの報酬は、ドットマネーではなく楽天アフィリエイトより支払われます。
・価格、送料、納期やその他の詳細については、商品のサイズや色等によって異なる場合があります。"
408,faq_428,"■GガイドのTrademark Notice：
ロヴィ、TiVo、Gガイド、G-GUIDE、およびGガイドロゴは、米国TiVo Corporationおよび／またはその関連会社の日本国内における商標または登録商標です。
■GガイドのLicense Notice：
Gガイドは、米国TiVo Corporationおよび／またはその関連会社のライセンスに基づいて生産しております。
■GガイドのLegal Notice：
米国TiVo Corporationおよびその関連会社は、Gガイドが供給する放送番組内容および番組スケジュール情報の精度に関しては、いかなる責任も負いません。また、Gガイドに関連する情報・機器・サービスの提供または使用に関わるいかなる損害、損失に対しても責任を負いません。"
409,faq_429,"発生報酬（確定前報酬）は、購入や申し込み時点で確認できます。
なお、実際に獲得できる「確定報酬」（確定後の報酬）は、広告主が承認を行なった後に確認できます。
※確定までの目安日数は、各アイテムの詳細ページ表示されている「報酬確定日数（目安）」をご確認ください。

■Ameba Pick詳細レポート（発生）
https://blog.ameba.jp/ucs/pick/press/achievement.do
※表示されない場合は、日付選択をご確認ください

■Ameba Pick詳細レポート（確定）
https://blog.ameba.jp/ucs/pick/press/achievement/total.do
解決しない場合はこちらにお問い合わせください解決しない時は
ヘルプをご覧になっても解決しない場合はこちらにお問い合わせください
Amebaに関するお問い合わせ"
410,faq_430,"Ameba Pickで紹介することができる商品は、各アイテムで条件が異なります。
報酬条件については、各アイテムの詳細よりご確認ください。
なお、Amazonや楽天市場の場合、紹介するアイテムによって料率が異なります。
例えば、商品価格1000円、料率5％の商品の場合、50円が報酬になります。"
411,faq_431,"Pickしたアイテムの報酬と実際の報酬に相違がある場合は、
Pickしたアイテムのページから異なる商品が購入された、複数個の商品が購入されたなどの可能性があります。
※楽天市場やAmazonなど、紹介した商品のページから異なる商品が購入された場合も報酬となります。
楽天市場の商品の場合は、楽天アフィリエイトの注文明細レポートより購入された商品が確認できます。
■楽天アフィリエイト 注文明細レポート
https://affiliate.rakuten.co.jp/report/order
解決しない場合はこちらにお問い合わせください解決しない時は
ヘルプをご覧になっても解決しない場合はこちらにお問い合わせください
Amebaに関するお問い合わせ"
412,faq_432,"Amebaの権利者向け窓口では、誹謗中傷されたご本人や無断で著作物を掲載された権利者の方など、
権利を侵害された当事者様からの対応依頼を受け付けています。
弊社での対応にあたり情報を正確に把握する必要があるため、当事者でしかわからないような表記ではなく、客観的に見て判断することができる内容にてご入力ください。ご協力をよろしくお願いいたします。
なお、権利者でない方や代理人等ではない第三者からのお申し出には対応いたしかねます。あらかじめご了承ください。
※Amebaのルールに反する可能性がある投稿を見つけた際には、通報フォームよりご連絡ください。
通報フォーム
権利者向け窓口の入力フォームに記載する内容は、以下をご参照ください。
入力フォームについてのご留意点
■あなたの権利が侵害されているページURLについて
記事のURLやブログのURLをお知らせください
・記事のURL→https://ameblo.jp/*******/entry-11111111111.html
・ブログのURL→https://ameblo.jp/*******/ 
ブログURL・記事URLの確認方法
・パソコンから確認する場合...ブラウザのアドレスバーにURLが表示されています。ブログ記事の場合は、タイトルをクリックすると記事のURLを確認できます。
・スマートフォンブラウザから確認する場合...ブラウザのアドレスバーにURLが表示されています。ブログ記事の場合は、タイトルをタップすると記事のURLを確認できます。
・Amebaアプリから確認する場合...該当記事の下部にあるシェアボタンをタップしURLをコピーしてください。

■上記URLに記載されている侵害内容について
「私の個人情報」「悪口」といった第三者から判断が難しい内容ではなく、具体的な内容をご記入ください。
例えば、氏名であれば、掲載されている氏名そのものをご記入ください。
また、中傷等であれば、「対象者と特定する氏名等の表現」・「掲載されている中傷表現」をあわせてご記入ください。
■権利者であることを証明できるWEBページのURLについて
著作物等の権利を証明する場合は、お客様が権利を有することを証明するWEBページのURLをご入力ください。
例えば、著作物等に関する登録がされているサイトのURLや出版物の場合は出版を確認できるサイトのURL等が該当します。
※メールでのお問い合わせからは、権利者様であるか否かの判断ができない場合があります。その他の証明をお問い合わせをいただいた後にご提出をお願いする場合があります。あらかじめご了承ください。
個人情報が掲載されているなどWebページでの証明が難しい場合は、お問い合わせ時は「あなたの権利が侵害されているページURL」と同じURLをご入力ください。お問い合わせをいただいた後に確認にあたってご提出いただきたい情報等をご案内いたします。"
413,faq_433,"発信者情報開示請求について
「発信者情報開示請求」とは、「特定電気通信役務提供者の損害賠償責任の制限及び発信者情報の開示に関する法律」（以下、「プロバイダ責任制限法」といいます。）に基づいてなされる、法定の手続きです。
発信者情報開示請求（以下「本請求手続き」）とは、プロバイダ責任制限法に基づいて定められた手続きであって、アメーバサービスによる情報の流通によって権利を侵害されたとする場合、本請求手続きに基づき、弊社に対して当該情報の発信者（以下「発信者」といいます。）の特定に資する情報（以下「発信者情報」といいます。）の開示を請求することができます。
以下、本請求手続きについて説明いたします。
手続きの流れ
弊社では、自己の権利を侵害されたとする者（以下「申立人」といいます。）から本請求手続きの申立てを受けた場合、以下の手続きに則り、所定の審査の上、開示・非開示の判断をいたします。
※法令に基づく所定の手続きを経て判断するため、発信者情報開示をお約束するものではありません。
１．弊社に対する申立て
・「発信者情報開示依頼書.pdf」をダウンロードし、必要事項をご記入の上、所定の書類を添付し、以下宛先までご郵送ください。
〒150-0042 東京都渋谷区宇田川町40番1号 Abema Towers
株式会社サイバーエージェント Amebaカスタマーサービス
ご郵送いただく際には、以下の点にご注意の上依頼書の記入や証明書類の添付をお願いいたします。
・依頼書へは請求者の記名（署名）と押印を忘れずに行ってください
・請求者の本人確認書類の添付を忘れずに行ってください
・請求者が法人の場合は、依頼書には代表者の記名（署名）と押印をし、登記事項証明書を添付してください
・代理人からの請求の場合は委任状を添付してください
・権利を侵害されたとする資料を添付してください（例：名誉毀損とする表現の記載されたページの写し）
・特許権、商標権、著作権等の知的財産権が侵害されたと主張される方は、 当該権利の正当な権利者であることを証明する資料を添付してください（例：無断転載された文章が、転載以前に公表されたことの証拠）
２．弊社における審査
・「１．」で郵送頂いた資料を、弊社において確認します。
・書類に不備のある場合は、申立人に対してその旨を通知し、補完を促します。
・弊社が発信者情報を保管していない場合、又は頂いた資料から発信者の特定が困難である場合は、申立人に対して開示が不可能な旨通知いたします。
・権利侵害が明らかでない場合は、申立人に対して、開示を拒否する旨通知いたします。
３．情報発信者への意見聴取
・弊社が情報発信者の連絡先を保有している場合、弊社から情報発信者に対して、発信者情報の開示の可否について意見を聴取します。
・弊社が発信者の連絡先を保有していない場合、又は14日以内に発信者から意見が得られない場合、弊社は意見聴取が不可能とみなし、開示・非開示の判断を行います。
・意見聴取の結果、情報発信者から開示を否とする意見が得られた場合であっても、権利侵害の状況その他の事情を考慮の上、開示する場合があります。
４．開示・非開示の決定
・弊社は、「１．」から「３．」までの手続きの結果と、以下の要件を勘案し、開示・非開示を決定いたします。
1．当該情報の流通によって、申立人の権利が侵害されたことが明らかである（明白性）
2．申立人に、開示を受ける正当な理由がある（正当性）
・弊社は、開示と決定した場合、発信者情報を郵便にて申立人に開示します。
・弊社は、非開示と決定した場合、その旨を申立人に通知します。
・弊社は、発信者の連絡先を保有している場合、開示・非開示の決定を、発信者に対しても通知します。
・結果については、回答書を発送させていただきます。回答書の発送までに書類受領後1か月程度お時間をいただいております。"
414,faq_434,"ログアウトと再ログイン操作をし改めてメッセージ画面を開いてください。
なお、以下の条件でエラーが発生する可能性があります。あわせてご確認ください。
■複数のタブでメッセージ画面開いている場合
⇒1つのタブでご利用ください。
※パソコンとスマートフォンで同時にログインしている場合は、どちらか一方を閉じてください。
■確認ページで60分以上経過後に送信した場合
⇒一度ページを閉じ、再度送信をお試しください。
■ブックマークやお気に入り等に登録したURLからアクセスした場合
⇒Amebaメッセージから改めてアクセスし直してください。"
415,faq_435,"※正当な理由なく氏名や顔写真が掲載されている場合など、本手続きを経ずに該当の投稿を削除できる場合もございます。お困りのことがある場合はお問い合わせフォームよりご連絡ください。
削除請求（送信防止措置の申出）について
「送信防止措置の申出」とは、「特定電気通信役務提供者の損害賠償責任の制限及び発信者情報の開示に関する法律」（以下、「プロバイダ責任制限法」といいます。）に基づいてなされる、法定の手続きです。
送信防止措置の申出（以下「本請求手続き」）は、プロバイダ責任制限法に基づいて定められた手続きであって、Amebaブログ等による情報の流通によって権利を侵害されたとする場合、本請求手続きに基づき、弊社に対して当該侵害情報等の削除を請求することができます。
以下、本請求手続きについて説明いたします。
手続きの流れ
弊社では、自己の権利を侵害されたとする者（以下「申立人」といいます。）から本請求手続きの申立てを受けた場合、以下の手続きに則り、所定の審査の上、送信防止措置を講ずるか否かの判断を行います。
※法令に基づく所定の手続きを経て判断するため、送信防止措置をお約束するものではありません。
1.弊社に対する申立て
侵害情報の通知書兼送信防止措置依頼書.pdfダウンロードし、必要事項をご記入の上、所定の書類を添付し、以下宛先までご郵送ください。
〒150-0042 東京都渋谷区宇田川町40番1号 Abema Towers
株式会社サイバーエージェント Amebaカスタマーサービス
ご郵送いただく際には、以下の点にご注意の上依頼書の記入や証明書類の添付をお願いいたします。
・依頼書へは請求者の記名（署名）と押印を忘れずに行ってください
・請求者の本人確認書類の添付を忘れずに行ってください
・請求者が法人の場合は、依頼書には代表者の記名（署名）と押印をし、登記事項証明書を添付してください
・代理人からの請求の場合は委任状を添付してください
2.弊社における審査
「1.」で郵送頂いた資料を、弊社において確認します。
申立て人の権利が不当に侵害されていると、信じるに足りる相当の理由があるとき、当該部分の削除を行います。
書類に不備のある場合や侵害情報等の特定が困難である場合は、申立人に対してその旨を通知し、補完を促します。

3.情報発信者への意見照会
「2.」にて申立人の権利が不当に侵害されていると信じるに足りる相当の理由の存否が明らかでない場合、以下の手続きを行います。
弊社が発信者の連絡先を保有している場合、弊社から情報発信者に対して、送信防止措置に講じるか否かについて意見照会を行います。
照会から7日以内に発信者から回答が得られない場合、弊社は意見聴取が不可能とみなし、当該部分の削除を行います。
照会の結果、情報発信者から削除に同意しないとする意見が得られた場合であっても、権利侵害の状況その他の事情を考慮の上、送信防止措置を講じる場合があります。
4.送信防止措置の決定
弊社は、「1.」から「3.」までの手続きに基づき、送信防止措置を講じるか否かの決定を行います。
弊社は、送信防止措置を行うと決定した場合、当該部分の削除を行い、その旨を申立て人に通知します。
弊社は、送信防止措置を行わないと決定した場合、その旨を申立人に通知します。
結果については、回答書を発送させていただきます。回答書の発送までに書類受領後2週間から3週間程度お時間をいただいております。"
